rec_rva,sec,verbosity,line,file,fmt_rva,fmt,dyn_rva
0x07786E38,.rdata,Error,332,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A58
0x07786E58,.rdata,Error,342,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A59
0x07786E78,.rdata,Error,353,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A5A
0x07786E98,.rdata,Warning,359,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786EC0,"BMP uses an unsupported custom color space definition, sRGB color space will be used instead.",0x09E62A5B
0x07786F80,.rdata,Display,397,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786FA0,Adobe 56-byte header might have alpha but we ignore it %08X,0x09E62A5C
0x07787018,.rdata,Error,452,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07787040,"BMP uses an unsupported format (planes=%i, bitcount=%i, compression=%i)",0x09E62A5D
0x07787128,.rdata,Error,487,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A5E
0x07787148,.rdata,Error,497,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07787168,Bmp header invalid,0x09E62A5F
0x07787190,.rdata,Error,506,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786CB0,Bmp read would overrun buffer,0x09E62A60
0x077871B0,.rdata,Error,514,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786B50,RLE compression of BMP images not supported,0x09E62A61
0x077871D0,.rdata,Error,532,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07786D30,Bmp dimensions invalid,0x09E62A62
0x077871F0,.rdata,Error,540,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\BmpImageWrapper.cpp,0x07787210,"BMP uses an unsupported format (planes = %i, bitcount = %i)",0x09E62A63
0x07787500,.rdata,Error,305,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\ExrImageWrapper.cpp,0x07787520,Cannot parse EXR image header: %s,0x09E62A64
0x07787600,.rdata,Verbose,419,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\ExrImageWrapper.cpp,0x07787620,Compressed image in %.3f seconds,0x09E62A65
0x07787668,.rdata,Error,453,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\ExrImageWrapper.cpp,0x07787690,Cannot decompress EXR image: %s.,0x09E62A66
0x077876D8,.rdata,Verbose,531,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\ExrImageWrapper.cpp,0x07787700,Reading EXR with Channel Names: %s %s %s %s,0x09E62A67
0x07787758,.rdata,Error,585,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\ExrImageWrapper.cpp,0x07787780,Cannot decompress EXR image: %s,0x09E62A68
0x07787CD0,.rdata,Display,110,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\HdrImageWrapper.cpp,0x07787CF0,"HDR bad resolution line was: ""%s""",0x09E62A69
0x07787F60,.rdata,Warning,156,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\HdrImageWrapper.cpp,0x07787F80,ImageWrapper unsupported format; check CanSetRawFormat; %d x %d,0x09E62A6A
0x07788000,.rdata,Warning,162,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\HdrImageWrapper.cpp,0x07788020,ImageWrapper HDR unsupported size %d x %d,0x09E62A6B
0x077881E0,.rdata,Error,272,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\HdrImageWrapper.cpp,0x07688EE4,%s,0x09E62A6C
0x07788500,.rdata,Error,441,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\JpegImageWrapper.cpp,0x07788520,JPEG Decompress Error,0x09E62A6D
0x077885E8,.rdata,Error,191,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x07788608,PNG Compress Error,0x09E62A6E
0x07788698,.rdata,Warning,219,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x077886C0,PNG Quality ZlibLevel out of range %d,0x09E62A6F
0x07788718,.rdata,Warning,330,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x07788738,PNG Unsupported Format,0x09E62A70
0x07788768,.rdata,Error,389,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x07788788,PNG Decompress Error,0x09E62A71
0x077887B8,.rdata,Error,517,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x077887D8,FPNGImageCRCError: %s,0x09E62A72
0x07788808,.rdata,Error,574,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x07788828,PNG Header Error,0x09E62A73
0x07788850,.rdata,Error,616,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x077887D8,FPNGImageCRCError: %s,0x09E62A74
0x07788870,.rdata,Warning,636,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x07788890,Bad PNG read length: %llu,0x09E62A75
0x077888C8,.rdata,Warning,644,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x077888F0,Bad PNG read position: offset %d num %lld length: %llu,0x09E62A76
0x07788A08,.rdata,Error,676,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x07788A28,PNG Error(%s): %s,0x09E62A77
0x07788A68,.rdata,Warning,707,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\PngImageWrapper.cpp,0x07788A88,PNG Warning(%s) %s,0x09E62A78
0x07788E70,.rdata,Error,282,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\UEJpegImageWrapper.cpp,0x07788E90,UEJPEG Decompress Error,0x09E62A79
0x07788F28,.rdata,Warning,60,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\ImageWrapperBase.cpp,0x07788F48,ImageWrapper GetRaw failed: %s,0x09E62A7A
0x07788FF0,.rdata,Warning,111,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\ImageWrapperBase.cpp,0x07787F80,ImageWrapper unsupported format; check CanSetRawFormat; %d x %d,0x09E62A7B
0x07789010,.rdata,Error,216,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\ImageWrapperBase.cpp,0x07789030,"GetRGBFormatBytesPerPel not handled : %d,%d",0x09E62A7C
0x07789088,.rdata,Warning,308,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\ImageWrapperBase.cpp,0x077890B0,"ConvertRGBFormat not handled : %d,%d",0x09E62A7D
0x07789110,.rdata,Error,335,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\TgaImageSupport.cpp,0x07789130,TgaHeader uses an unsupported rle-compressed bit-depth: %u,0x09E62A7E
0x07789210,.rdata,Error,357,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\TgaImageSupport.cpp,0x07789230,TgaHeader uses an unsupported bit-depth: %u,0x09E62A7F
0x07789288,.rdata,Error,377,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\TgaImageSupport.cpp,0x077892B0,TgaHeader is an unsupported type: %u,0x09E62A80
0x07789300,.rdata,Error,383,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\TgaImageSupport.cpp,0x07789320,The TGA file is invalid or corrupted,0x09E62A81
0x077894F0,.rdata,Warning,913,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\TiffImageWrapper.cpp,0x07789510,Tiff MINISWHITE floating point?  This is probably wrong.,0x09E62A82
0x077895F8,.rdata,Warning,913,C:\TheoryCraft\build-staging\Engine\Source\Runtime\ImageWrapper\Private\Formats\TiffImageWrapper.cpp,0x07789510,Tiff MINISWHITE floating point?  This is probably wrong.,0x09E62A83
0x0778D5C0,.rdata,Warning,599,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\MenuStack.cpp,0x0778D5E0,"A menu was unexpectedly removed or added. InsertIndex:%d, Stack.Num:%d, InParentMenu.IsValid:%d",0x09E62D9C
0x0778E438,.rdata,Log,1029,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E460,User[%d] UsePlatformCursorForCursorUser(%s),0x09E62DC0
0x0778E4B8,.rdata,Warning,2019,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E4E0,A modal window tried to take control while running in unattended script mode. The window was canceled.,0x09E62DD5
0x0778E5B0,.rdata,Warning,2066,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E5D0,Modal Window fail to open as a native child. The path to the parent widget (%s) could not be found,0x09E62DD6
0x0778E698,.rdata,Warning,2225,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E6C0,Menu could not be pushed.  A path to the parent widget(%s) could not be found,0x09E62DD7
0x0778E760,.rdata,Log,2313,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E780,Request Window '%s' being destroyed,0x09E62DD8
0x0778E7C8,.rdata,Warning,2856,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E7F0,Ignoring SetUserFocus because it's not an active modal Window (user %i not set to %s.,0x09E62DD9
0x0778E8E0,.rdata,Warning,4249,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E900,SlateApplication::GetUser called with an invalid platform user! Defaulting to 0,0x09E62DFC
0x0778E9A0,.rdata,Log,4371,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778E9C0,"Slate User Registered.  User Index %d, Is Virtual User: %d",0x09E62DFD
0x0778EA38,.rdata,Log,4381,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateApplication.cpp,0x0778EA60,Slate User Unregistered.  User Index %d,0x09E62DFE
0x0778FCC8,.rdata,Log,124,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateUser.cpp,0x0778FCF0,"New Slate User Created. Platform User Id %d, User Index %d, Is Virtual User: %d",0x09E62F40
0x0778FDF8,.rdata,Log,145,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateUser.cpp,0x0778FE20,"Slate User Destroyed.  User Index %d, Is Virtual User: %d",0x09E62F41
0x0778FE98,.rdata,Verbose,397,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateUser.cpp,0x0778FEC0,"SlateUser [%d] moving cursor @ (%d, %d)",0x09E62F42
0x0778FF20,.rdata,Error,1016,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Application\SlateUser.cpp,0x0778FF40,SlateUser [%d] notified of a touch starting for pointer [%d] without finding out it ever ended.,0x09E62F43
0x07790958,.rdata,Warning,348,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Commands\InputBindingManager.cpp,0x07790980,The command '%s.%s' has the same default chord as '%s.%s' [%s],0x09E62FA0
0x07790A70,.rdata,Error,517,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Commands\InputBindingManager.cpp,0x07790A90,"Duplicate user defined chords found: [%s,%s].  Chord for %s being removed",0x09E62FA1
0x07793BD8,.rdata,Warning,1395,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Docking\TabManager.cpp,0x07793BF8,Cannot spawn tab for '%s',0x09E63064
0x07793C30,.rdata,Warning,1403,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Docking\TabManager.cpp,0x07793C50,Cannot spawn tab because no spawner is registered for '%s',0x09E63065
0x07793CC8,.rdata,Warning,1582,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Docking\TabManager.cpp,0x07793CE8,Unable to insert tab '%s'.,0x09E63066
0x07793D78,.rdata,Verbose,1973,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Docking\TabManager.cpp,0x07793D98,Disallowed Tab: %s,0x09E63067
0x07793DC0,.rdata,Log,2080,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Docking\TabManager.cpp,0x07793DE0,"The tab ""%s"" attempted to spawn in layout '%s' but failed for some reason. An ""unrecognized tab"" will be returned instead.",0x09E63068
0x07793ED8,.rdata,Log,2103,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Framework\Docking\TabManager.cpp,0x07793F00,"The tab ""%s"" attempted to spawn in layout '%s' but failed for some reason. It will not be displayed.",0x09E63069
0x0779C070,.rdata,Warning,815,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C090,ItemToWidgetMap length (%d) does not match WidgetMapToItem length (%d) in %s. Diagnostics follow. ,0x09E633DC
0x0779C158,.rdata,Warning,823,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C180,WidgetMapToItem length (%d) does not match ItemsWithGeneratedWidgets length (%d). This is often because the same item is in the list more than once in %s. Diagnostics follow.,0x09E633DD
0x0779C2E0,.rdata,Warning,834,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0768774C,,0x09E633DE
0x0779C300,.rdata,Warning,835,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C320,ItemToWidgetMap :,0x09E633DF
0x0779C348,.rdata,Warning,839,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C368,%s -> 0x%08x @ %s,0x09E633E0
0x0779C390,.rdata,Warning,842,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0768774C,,0x09E633E1
0x0779C3B0,.rdata,Warning,843,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C3D0,WidgetMapToItem:,0x09E633E2
0x0779C3F8,.rdata,Warning,846,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C418,0x%08x -> %s,0x09E633E3
0x0779C438,.rdata,Warning,849,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0768774C,,0x09E633E4
0x0779C458,.rdata,Warning,850,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C478,ItemsWithGeneratedWidgets:,0x09E633E5
0x0779C4B0,.rdata,Warning,853,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C4D0,[%d] %s,0x09E633E6
0x0779C4E0,.rdata,Warning,858,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C500,Provide custom 'OnItemToString_Debug' for diagnostics dump.,0x09E633E7
0x0779EE10,.rdata,Verbose,777,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Widgets\Docking\SDockTab.cpp,0x0779EE30,Closing tab because type does not pass filter: %s,0x09E63648
0x0779F978,.rdata,Error,428,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Widgets\Input\SMenuAnchor.cpp,0x0779F998, Menu '%s' could not open '%s',0x09E63649
0x077A4668,.rdata,Warning,412,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Widgets\Layout\SScrollBox.cpp,0x077A4690,Unable to scroll to descendant as it's not a child of the scrollbox,0x09E649CC
0x077A6360,.rdata,Warning,815,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C090,ItemToWidgetMap length (%d) does not match WidgetMapToItem length (%d) in %s. Diagnostics follow. ,0x09E64A1C
0x077A6380,.rdata,Warning,823,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C180,WidgetMapToItem length (%d) does not match ItemsWithGeneratedWidgets length (%d). This is often because the same item is in the list more than once in %s. Diagnostics follow.,0x09E64A1D
0x077A63A0,.rdata,Warning,834,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0768774C,,0x09E64A1E
0x077A63C0,.rdata,Warning,835,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C320,ItemToWidgetMap :,0x09E64A1F
0x077A63E0,.rdata,Warning,839,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C368,%s -> 0x%08x @ %s,0x09E64A20
0x077A6400,.rdata,Warning,842,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0768774C,,0x09E64A21
0x077A6420,.rdata,Warning,843,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C3D0,WidgetMapToItem:,0x09E64A22
0x077A6440,.rdata,Warning,846,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C418,0x%08x -> %s,0x09E64A23
0x077A6460,.rdata,Warning,849,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0768774C,,0x09E64A24
0x077A6480,.rdata,Warning,850,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C478,ItemsWithGeneratedWidgets:,0x09E64A25
0x077A64A0,.rdata,Warning,853,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C4D0,[%d] %s,0x09E64A26
0x077A64C0,.rdata,Warning,858,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Public\Widgets\Views\SListView.h,0x0779C500,Provide custom 'OnItemToString_Debug' for diagnostics dump.,0x09E64A27
0x077A9968,.rdata,Error,64,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Slate\Private\Widgets\Views\STableViewBase.cpp,0x077A9990,STableViewBase does not support horizontal scrolling when displaying a header row,0x09E64C24
0x077AAE70,.rdata,Verbose,199,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Sockets\Private\BSDSockets\IPAddressBSD.cpp,0x077AAE90,"SocketSubsystem pointer is null, cannot resolve the stringed address",0x09E65008
0x077AAF88,.rdata,Warning,363,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Sockets\Private\BSDSockets\IPAddressBSD.cpp,0x077AAFB0,Could not determine the default protocol to use in SetAnyAddress!,0x09E65009
0x077AB038,.rdata,Warning,397,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Sockets\Private\BSDSockets\IPAddressBSD.cpp,0x077AB060,Could not determine the default protocol to use in SetBroadcastAddress!,0x09E6500A
0x077AB0F0,.rdata,Warning,439,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Sockets\Private\BSDSockets\IPAddressBSD.cpp,0x077AB110,Could not determine the default protocol to use in SetLoopbackAddress!,0x09E6500B
0x077AB418,.rdata,Warning,54,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Sockets\Private\BSDSockets\SocketsBSD.cpp,0x077AB440,Tried to bind address with protocol %s to a socket with protocol %s,0x09E6500C
0x077AB530,.rdata,Warning,67,C:\TheoryCraft\build-staging\Engine\Source\Runtime\Sockets\Private\BSDSockets\SocketsBSD.cpp,0x077AB550,Tried to connect with an address with protocol %s using a socket with protocol %s,0x09E6500D
