class,name,thunk_rva,verdict,new_vs_v1,note
ULokiArmoryGlobals,GetArmoryItemCostOverride,0x52A9850,REAL,no,impl 0x52A9850: 48895c24085556574883ec4033ff488b
ULokiArmoryGlobals,GetFromContextObject,0x52AA210,REAL,no,impl 0x52AA210: 48895c24084889742418574883ec2033
ULokiAssetLoader,GetAccountPass,0x52A9750,REAL,no,impl 0x52A9750: 48895c2408574883ec20488b42204533
ULokiAssetLoader,GetCosmeticsAssetFromPrimaryAssetId,0x52A99C0,REAL,no,impl 0x52A99C0: 48895c24084889742420574883ec4033
ULokiAssetLoader,GetDefaultGliderClass,0x52A9BD0,REAL,no,impl 0x52A9BD0: 48895c2408574883ec20488b42204533
ULokiAssetLoader,GetDefaultPlatformClass,0x52A9C50,REAL,no,impl 0x52A9C50: 48895c2408574883ec20488b42204533
ULokiAssetLoader,GetDefaultSpikeVFXClass,0x52A9CD0,REAL,no,impl 0x52A9CD0: 48895c2408574883ec20488b42204533
ULokiAssetLoader,GetDefaultSprayClass,0x52A9D50,REAL,no,impl 0x52A9D50: 48895c2408574883ec20488b42204533
ULokiAssetLoader,GetDefaultWispClass,0x52A9DD0,REAL,no,impl 0x52A9DD0: 48895c2408574883ec20488b42204533
ULokiAssetLoader,GetEquipmentAssetFromItemClass,0x52A9F50,REAL,no,impl 0x52A9F50: 48895c24084889742420574883ec2033
ULokiAssetLoader,GetFromContextObject,0x52AA2A0,REAL,no,impl 0x52AA2A0: 48895c24084889742418574883ec2033
ULokiAssetLoader,GetGliderAssetFromPrimaryAssetId,0x52AA420,REAL,no,impl 0x52AA420: 48895c24084889742420574883ec4033
ULokiAssetLoader,GetHeroAssetFromPrimaryAssetId,0x52AA550,REAL,no,impl 0x52AA550: 48895c24084889742420574883ec4033
ULokiAssetLoader,GetMissionPoolFromPrimaryAssetId,0x52AA9D0,REAL,no,impl 0x52AA9D0: 48895c24084889742420574883ec4033
ULokiAssetLoader,GetPrimaryAssetIdFromHeroAsset,0x52AAEE0,REAL,no,impl 0x52AAEE0: 48895c24084889742420574883ec3033
ULokiAssetLoader,GetSlotCosmeticsAssetFromPrimaryAssetId,0x52AB2E0,REAL,no,impl 0x52AB2E0: 48895c24084889742420574883ec4033
ULokiAssetLoader,GetStoreOfferAssetFromPrimaryAssetId,0x52AB410,REAL,no,impl 0x52AB410: 48895c24084889742420574883ec4033
ULoadAssetHandle,Done,0x52A9640,REAL,no,impl 0x52A9640: 488b42204533c04885c0410f95c04c03
ULokiAssetManager,AsyncLoadPrimaryAssets,0x52A9440,REAL,no,impl 0x52A9440: 48895c2408488974241855574156488b
ULokiAssetManager,GetDevelopersAssetPath,0x52A9E50,REAL,no,impl 0x52A9E50: 48895c2408574883ec30488b4a2033c0
ULokiAssetManager,GetDevelopmentAssetPath,0x52A9ED0,REAL,no,impl 0x52A9ED0: 48895c2408574883ec30488b4a2033c0
ULokiAssetManager,GetLokiAssetManager,0x52AA820,REAL,no,impl 0x52AA820: 40534883ec20488b422033c94885c049
ULokiAssetManager,GetLokiDataAsset,0x52AA850,REAL,no,impl 0x52AA850: 48895c240848896c2410488974241857
ULokiAssetManager,GetReferenceAssetPath,0x52AB090,REAL,no,impl 0x52AB090: 48895c2408574883ec30488b4a2033c0
ULokiAssetManager,GetReleaseAssetPath,0x52AB110,REAL,no,impl 0x52AB110: 48895c2408574883ec30488b4a2033c0
ULokiAssetManager,GetRestrictedAssetPath,0x52AB190,REAL,no,impl 0x52AB190: 48895c2408574883ec30488b4a2033c0
ULokiAssetManager,PrimaryAssetIDFromString,0x52AB760,REAL,no,impl 0x52AB760: 48895c24084889742410574883ec4033
ULokiAssetStatics,GetCosmeticsBundleTypeForCosmeticsBundleId,0x52B3310,REAL,no,impl 0x52B3310: 48895c24084889742418574883ec4033
ULokiAssetStatics,GetDefaultCosmeticsBundleIdForHeroId,0x52B3400,REAL,no,impl 0x52B3400: 48895c24084889742410574883ec5033
ULokiAssetStatics,GetHeroIdForCosmeticsBundleId,0x52B34A0,REAL,no,impl 0x52B34A0: 48895c24084889742410574883ec5033
ULokiAssetStatics,GetHeroIdForHeroMasteryId,0x52B3540,REAL,no,impl 0x52B3540: 48895c24084889742410574883ec5033
ULokiAssetStatics,GetHeroMasteryIdForHeroId,0x52B35E0,REAL,no,impl 0x52B35E0: 48895c24084889742410574883ec5033
ULokiAssetStatics,GetParentCosmeticsBundleIdForCosmeticsBundleId,0x52B3680,REAL,no,impl 0x52B3680: 48895c24084889742410574883ec5033
ULokiAssetStatics,GetUniqueObjectiveName,0x52B3720,REAL,no,impl 0x52B3720: 48895c24084889742418574883ec5048
ULokiAssetStatics,IsCosmeticsBundleId,0x52B37F0,REAL,no,impl 0x52B37F0: 48895c24084889742410574883ec4033
ULokiAssetStatics,IsHeroId,0x52B3890,REAL,no,impl 0x52B3890: 48895c24084889742410574883ec4033
ULokiAttributeSet,OnRep_AbilityPoints,0x52B39E0,REAL,no,impl 0x52B39E0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_AbilityPower,0x52B3A90,REAL,no,impl 0x52B3A90: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_ADSLingeringEffectDuration,0x52B3930,REAL,no,impl 0x52B3930: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_AirControlMultiplier,0x52B3B40,REAL,no,impl 0x52B3B40: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_Armor,0x52B3BF0,REAL,no,impl 0x52B3BF0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_ArmorDamageReduction,0x52B3CA0,REAL,no,impl 0x52B3CA0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_ArmorShredBonus,0x52B3D50,REAL,no,impl 0x52B3D50: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_AttackDamage,0x52B3E00,REAL,no,impl 0x52B3E00: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_BackstabVulnerability,0x52B3EB0,REAL,no,impl 0x52B3EB0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_BandageWarmupDuration,0x52B3F60,REAL,no,impl 0x52B3F60: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_BarracudaAbilityPower,0x52B4010,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaAgility,0x52B40C0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaAgilityPerLevel,0x52B4170,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaAttackDamage,0x52B4220,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBaseAgility,0x52B42D0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBaseIntelligence,0x52B4380,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBasePrimaryAttackSpeed,0x52B4430,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBaseStrength,0x52B44E0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBonusAgility,0x52B4590,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBonusCastRange,0x52B4640,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBonusIntelligence,0x52B46F0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBonusPrimaryAttackSpeed,0x52B47A0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaBonusStrength,0x52B4850,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaCriticalHitBonus,0x52B4900,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaCriticalHitChance,0x52B49B0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaDashDistance,0x52B4A60,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaDashHaste,0x52B4B10,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaIntelligence,0x52B4BC0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaIntelligencePerLevel,0x52B4C70,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaMagicArmor,0x52B4D20,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaMagicArmorPenetration,0x52B4DD0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaMagicDamageAmplification,0x52B4E80,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaMagicDamageTakenCoefficient,0x52B4F30,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaPhysicalArmor,0x52B4FE0,DARK,no,page 0x52B4000 all-zero
ULokiAttributeSet,OnRep_BarracudaPhysicalArmorPenetration,0x52B5090,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BarracudaPrimaryAttackDamageAmplification,0x52B5140,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BarracudaPrimaryAttackDistance,0x52B51F0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BarracudaPrimaryAttackSpeed,0x52B52A0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BarracudaPrimaryAttackSpeedPerLevel,0x52B5350,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BarracudaStrength,0x52B5400,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BarracudaStrengthPerLevel,0x52B54B0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BaseMaxHealth,0x52B5560,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BonusAbilityPower,0x52B5610,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BonusAttackDamage,0x52B56C0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BonusMaxHealth,0x52B5770,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BonusMaxMana,0x52B5820,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_BrakingDecelerationWalking,0x52B58D0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_CameraBonusOffset,0x52B5980,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_CustomLocalCameraDistance,0x52B5A30,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_FogOfWarAngle,0x52B5AE0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_FogOfWarRadius,0x52B5B90,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_Glide,0x52B5C40,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_GlideInitialMaxXYSpeedBonus,0x52B5CF0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_GlideInitialMinXYSpeedBonus,0x52B5DA0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_GlideTargetXYMaxSpeedBonus,0x52B5E50,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_GlideTargetXYMinSpeedBonus,0x52B5F00,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_GroundFriction,0x52B5FB0,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSet,OnRep_Haste,0x52B6060,REAL,no,impl 0x52B6060: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_HealthRegenRate,0x52B6110,REAL,no,impl 0x52B6110: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_KnockbackCoefficient,0x52B61C0,REAL,no,impl 0x52B61C0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_KnockbackResistCoefficient,0x52B6270,REAL,no,impl 0x52B6270: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_Level,0x52B6320,REAL,no,impl 0x52B6320: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_Mana,0x52B63D0,REAL,no,impl 0x52B63D0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_ManaRegenRate,0x52B6480,REAL,no,impl 0x52B6480: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_Mass,0x52B6530,REAL,no,impl 0x52B6530: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxAcceleration,0x52B65E0,REAL,no,impl 0x52B65E0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxArmor,0x52B6690,REAL,no,impl 0x52B6690: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxGlide,0x52B6740,REAL,no,impl 0x52B6740: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxHealthPerLevel,0x52B67F0,REAL,no,impl 0x52B67F0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxMana,0x52B68A0,REAL,no,impl 0x52B68A0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxManaPerLevel,0x52B6950,REAL,no,impl 0x52B6950: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxMoveSpeed,0x52B6A00,REAL,no,impl 0x52B6A00: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxRevive,0x52B6AB0,REAL,no,impl 0x52B6AB0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MaxStamina,0x52B6B60,REAL,no,impl 0x52B6B60: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_MoveSpeed,0x52B6C10,REAL,no,impl 0x52B6C10: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_ProjectileMaxRangeBonus,0x52B6CC0,REAL,no,impl 0x52B6CC0: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_Revive,0x52B6D70,REAL,no,impl 0x52B6D70: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_Stamina,0x52B6E20,REAL,no,impl 0x52B6E20: 48895c24084889742410574883ec3033
ULokiAttributeSet,OnRep_YawRotationRate,0x52B6ED0,REAL,no,impl 0x52B6ED0: 48895c24084889742410574883ec3033
ULokiAttributeSetAirship,OnRep_CurrentBoostFuel,0x52BCAC0,REAL,no,impl 0x52BCAC0: 48895c24084889742410574883ec3033
ULokiAttributeSetAirship,OnRep_MaxBoostFuel,0x52BCB70,REAL,no,tail-call target 0x5566200 on dark page 0x5566000; wrapper's own prologue looked real
ULokiAttributeSetHealth,OnRep_Health,0x52B6320,REAL,no,impl 0x52B6320: 48895c24084889742410574883ec3033
ULokiAttributeSetHealth,OnRep_MaxHealth,0x52B39E0,REAL,no,impl 0x52B39E0: 48895c24084889742410574883ec3033
ULokiAttributeSetHealth,OnRep_MaxShield,0x52B5980,DARK,no,page 0x52B5000 all-zero
ULokiAttributeSetHealth,OnRep_Shield,0x52B5A30,DARK,no,page 0x52B5000 all-zero
ALokiAudioInFog,OnAttachedParentDestroyed,0x52BCA30,REAL,no,impl 0x52BCA30: 48895c24084889742418574883ec2033
ALokiAudioInFog,OnRep_Movement,0x52BCC20,REAL,no,impl 0x52BCC20: 488b42204533c04885c0410f95c04c03
ULokiAudioQuadrantManager,AddSoundEvent,0x52BBBB0,REAL,no,impl 0x52BBBB0: 48895c240848896c2418488974242057
ULokiAudioStatics,GetUnrealCultureToWwiseCulture,0x52BC6C0,REAL,no,impl 0x52BC6C0: 48895c2408574881ec80000000488b05
ULokiAudioStatics,PostEventActor,0x52BCE70,REAL,no,impl 0x52BCE70: 405356574883ec2033ff498bf048897c
ULokiAudioStatics,PostEventActorForTeamAndRole,0x52BCF70,REAL,no,impl 0x52BCF70: 405356574883ec4033ff498bf048897c
ULokiAudioStatics,PostEventComponent,0x52BD100,REAL,no,impl 0x52BD100: 405356574883ec2033ff498bf048897c
ULokiAudioStatics,PostEventLocation,0x52BD200,REAL,no,impl 0x52BD200: 48895c2408565741564883ec6033ff4d
ULokiAudioStatics,PostEventLocationForTeamAndRole,0x52BD420,REAL,no,impl 0x52BD420: 40555356574156488bec4883ec7033ff
ULokiAudioStatics,PostEventLocationToFogOfWar,0x52BD640,REAL,no,impl 0x52BD640: 48895c2408574883ec3033ff488bda48
ULokiAudioStatics,PostEventToFogOfWar,0x52BD790,REAL,no,impl 0x52BD790: 48895c2408574883ec3033ff488bda48
ULokiAudioStatics,PostEventUI,0x52BD8E0,REAL,no,impl 0x52BD8E0: 48895c24084889742420574883ec2033
ULokiAudioStatics,SetRTPCValueByPlayingID,0x52BE4C0,REAL,no,impl 0x52BE4C0: 48895c2408574883ec5033ff488bda48
ULokiAudioStatics,UpdateRtpcForSelfEnemyAlly,0x52BEB70,REAL,no,impl 0x52BEB70: 48895c2408574883ec3033ff488bda48
ULokiAutoJoinAsyncManager,OperationComplete,0x52BCC40,REAL,no,impl 0x52BCC40: 48895c2408488974241848897c242055
ULokiAutoMatchmakeComponent,AutomatchmakingTick,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ULokiAutoMatchmakeComponent,GetAutomatchmakingEnabledBP,0x52BBD90,REAL,no,impl 0x52BBD90: 40534883ec20488b42204533c94885c0
ULokiAutoMatchmakeComponent,GetPartyManager,0x52BC660,REAL,no,impl 0x52BC660: 40534883ec20488b42204533c94885c0
ULokiAutoMatchmakeComponent,GetPartyModel,0x52BC690,REAL,no,impl 0x52BC690: 40534883ec20488b42204533c94885c0
ULokiAutoMatchmakeComponent,IsReadyToMatchmakeForSeconds,0x52BC980,REAL,no,impl 0x52BC980: 48895c24084889742418574883ec2049
ULokiAutoMatchmakeComponent,MarkNotReady,0x52BCA10,REAL,no,impl 0x52BCA10: 488b42204533c04885c0410f95c04c03
ULokiAutoMatchmakeComponent,ReadyToMatchmake,0x5288800,DARK,no,page 0x5288000 all-zero
ULokiBarkUtilities,CancelVO,0x52BBC90,REAL,no,impl 0x52BBC90: 48895c2408574883ec3033ff488bda48
ULokiBarkUtilities,GetClosestHeroWithVO,0x52BBDC0,REAL,no,tail-call target 0x5900AE0 on dark page 0x5900000; wrapper's own prologue looked real
ULokiBarkUtilities,GetEffectCauser,0x52BBF10,REAL,no,impl 0x52BBF10: 48895c2408488974241048897c24184c
ULokiBarkUtilities,GetLokiHeroInstigator,0x52BC150,REAL,no,impl 0x52BC150: 48895c2408488974241048897c24184c
ULokiBarkUtilities,GetLokiHeroSourceObject,0x52BC300,REAL,no,impl 0x52BC300: 48895c2408488974241048897c24184c
ULokiBarkUtilities,GetMatchedGameplayTag,0x52BC4B0,REAL,no,impl 0x52BC4B0: 48895c2408488974241855574156488d
ULokiBarkUtilities,HasVO,0x52BC7E0,REAL,no,impl 0x52BC7E0: 48895c24084889742420574883ec2033
ULokiBarkUtilities,HasVOPlayerState,0x52BC8B0,REAL,no,impl 0x52BC8B0: 48895c24084889742420574883ec2033
ULokiBarkUtilities,RequestImportantBark,0x52BD9B0,REAL,no,impl 0x52BD9B0: 405356574883ec2033ff498bf048897c
ULokiBarkUtilities,RequestVO,0x52BDAB0,REAL,no,impl 0x52BDAB0: 48895c24084889742420574883ec3033
ULokiBarkUtilities,RequestVOActor,0x52BDBE0,REAL,no,impl 0x52BDBE0: 48895c2408555657488bec4883ec5033
ULokiBarkUtilities,RequestVOActorAtLocation,0x52BDD90,REAL,no,impl 0x52BDD90: 48895c24084889742420574883ec7033
ULokiBarkUtilities,RequestVOChain,0x52BDF30,REAL,no,impl 0x52BDF30: 48895c24084889742418555741544156
ULokiBarkUtilities,RequestVOPilot,0x52BE260,REAL,no,impl 0x52BE260: 48895c24084889742420574883ec3033
ULokiBarkUtilities,RequestVOPlayerState,0x52BE390,REAL,no,impl 0x52BE390: 48895c24084889742420574883ec3033
ULokiBarkUtilities,TryGetBarkManager,0x52BE650,REAL,no,impl 0x52BE650: 48895c24084889742420574883ec2033
ULokiBarkUtilities,TryGetVODetails,0x52BE730,REAL,no,impl 0x52BE730: 48895c2408488974242055574156488d
ULokiBarkUtilities,TryGetVODetailsFromBarkComponent,0x52BE950,REAL,no,impl 0x52BE950: 48895c2408488974242055574156488d
ULokiBaseContentWidget,AssetId,0x52CADC0,REAL,YES,impl 0x52CADC0: 488b42204533c94885c0410f95c14c03
ULokiBaseContentWidget,uncher,0x2D41860,REAL,YES,impl 0x2D41860: 40534883ec400f1011498bd8f20f1041
ULokiBaseContentWidget,GetSlateBrush,0x52CCCB0,REAL,YES,impl 0x52CCCB0: 40534881ecf0000000488b42204533c9
ULokiBaseContentWidget,IsAssetValid,0x52CDA70,REAL,YES,impl 0x52CDA70: 488b42204533c94885c0410f95c14c03
UCommonLazyWidget,uncher,0x2928F20,REAL,YES,impl 0x2928F20: 40534883ec400f101148634908498bd8
ULokiBaseContentWidget,LazyDisplayAsset,0x52CDFB0,REAL,YES,tail-call target 0x52CE004 on dark page 0x52CE000; wrapper's own prologue looked real
UDiscordChannelHandle,uncher,0x30CB5F0,REAL,YES,impl 0x30CB5F0: 48895c2408574883ec400f1011498bd8
ULokiBaseContentWidget,SetAsset,0x52CEB50,DARK,YES,page 0x52CE000 all-zero
ULokiBaseContentWidget,Tier,0x52CF270,REAL,YES,impl 0x52CF270: 488b42204533c94885c0410f95c14c03
ALokiBaseGameplayImportantEffect,AddTargetsToSpellInstance,0x52CAC00,REAL,no,impl 0x52CAC00: 48895c24084889742410574883ec3033
ALokiBaseGameplayImportantEffect,AddTargetToSpellInstance,0x52CAB70,REAL,no,impl 0x52CAB70: 48895c24084889742418574883ec2033
ALokiBaseGameplayImportantEffect,OnRep_HeroCosmeticActorClass,0x52CE690,DARK,no,page 0x52CE000 all-zero
ULokiBaseInstantCue,HandleVO,0x52CD5F0,REAL,no,impl 0x52CD5F0: 48895c2408488974241048897c24184c
ULokiBaseInstantCue,VFXSystemsCreated,0x52CF670,REAL,no,impl 0x52CF670: 48895c2408488974241048897c241841
ALokiBaseItem,AddInventoryEffect,0x52CAAC0,STRIPPED,no,wrapper-hides-stub 0x52CAAC0 -> call 0xF7EB60 -> fold: xor al;al; ret (LokiIsServer FALSE)
ALokiBaseItem,AddXp,0x52CACB0,REAL,no,impl 0x52CACB0: 48895c24084889742418574883ec2033
ALokiBaseItem,AdjustNextStackGrantTime,0x52CAD40,REAL,no,impl 0x52CAD40: 48895c2408574883ec20488bdac74424
ALokiBaseItem,AuthBeginMovement,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,AuthCheckForMovement,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,AuthConsumedAsDupe,0x52CADF0,REAL,no,impl 0x52CADF0: 48895c24184889742420574883ec2033
ALokiBaseItem,AuthConsumedAsItemXp,0x52CAEC0,REAL,no,impl 0x52CAEC0: 48895c24184889742420574883ec2033
ALokiBaseItem,AuthEndMovement,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,AuthMovementStopped,0x52CAF90,REAL,no,impl 0x52CAF90: 48895c24084889742410574881ec4001
ALokiBaseItem,AuthRollForBonusLevelUpEffects,0x4417670,DARK,no,page 0x4417000 all-zero
ALokiBaseItem,AuthSetTrackLocationInInventory,0x5296F30,STRIPPED,no,wrapper-hides-stub 0x5296F30 -> call 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,AuthTrackLocationInInventory,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,AuthTryRemoveFromInventory,0x52CB080,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,AuthUpdateCheckForMovementTimer,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,AuthUpdateTrackLocationInInventoryTimer,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,AuthUpgradedFromDupe,0x52CB110,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,AuthUpgradedFromItemXp,0x52CB1A0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,AuthUpgradeEquipmentFromDupe,0x529EFE0,DARK,no,page 0x529E000 all-zero
ALokiBaseItem,AuthUpgradeEquipmentFromXpItem,0x529EFE0,DARK,no,page 0x529E000 all-zero
ALokiBaseItem,AuthUseItem,0x52CB230,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,AuthUseItemFromGround,0x529EFE0,DARK,no,page 0x529E000 all-zero
ALokiBaseItem,CanConsumeItemForDuping,0x52CB260,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,CanDupeItem,0x529EFE0,DARK,no,page 0x529E000 all-zero
ALokiBaseItem,CanGroundUseItem,0x52CB300,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,CanHaveAnyArmoryUniqueEffects,0x52CB3A0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,CanStack,0x52CB3D0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,CanStackOrCharge,0x52CB400,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,CanUseItem,0x52CB430,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,ClientUpdateHUDNative,0x44176D0,DARK,no,page 0x4417000 all-zero
ALokiBaseItem,ConsumeStacks,0x52CB460,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,DebugGetAllItems,0x52CB530,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,DecreaseTier,0x52CB5B0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,DirtyDupeVisuals,0x52CB680,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,DisplayStacks,0x52CB400,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GCTimerExpired,0x5254180,STRIPPED,no,wrapper-hides-stub 0x5254180 -> tail-jmp 0xF7EC20 -> fold: void_ret (c2 00 00)
ALokiBaseItem,GetAllowUpgradesFromDupes,0x52CB6A0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetArmoryUniqueEffectDescriptionAtIndex,0x52CB6D0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetAttributesForDisplay,0x52CB790,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetBaseClass,0x52CB8E0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetBaseTier,0x52CB960,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetCanStack,0x52CB400,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetCurrentInventoryComponent,0x52CB990,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetCurrentOwningPawn,0x52CB9C0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetCurrentStacks,0x52CB9E0,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetCurrentXp,0x52CBA10,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetCustomEnumValueForInventoryContext,0x3806B50,REAL,no,impl 0x3806B50: 40534883ec20488b42204533c94885c0
ALokiBaseItem,GetDescriptionForStaticData,0x52CBA40,DARK,no,page 0x52CB000 all-zero
ALokiBaseItem,GetDestroyOnDeath,0x52CBA90,DARK,no,page 0x52CB000 all-zero
